image_path,true_label,true_class,pred_prob_kusurlu,pred_label,pred_class,sonuc_tipi
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0439.PNG,1,kusurlu,0.6769307,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0462.PNG,1,kusurlu,0.8376289,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0467.PNG,1,kusurlu,0.7993039,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0480.PNG,1,kusurlu,0.71587336,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0482.PNG,1,kusurlu,0.7405878,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0483.PNG,1,kusurlu,0.677067,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0499.PNG,1,kusurlu,0.7512411,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0504.PNG,1,kusurlu,0.81944096,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0508.PNG,1,kusurlu,0.7360874,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0509.PNG,1,kusurlu,0.72788686,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0511.PNG,1,kusurlu,0.7362007,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0519.PNG,1,kusurlu,0.82505304,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0528.PNG,1,kusurlu,0.5652883,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0530.PNG,1,kusurlu,0.7939385,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0538.PNG,1,kusurlu,0.9469485,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0548.PNG,1,kusurlu,0.6612443,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0554.PNG,1,kusurlu,0.74003583,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0556.PNG,1,kusurlu,0.6767201,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0564.PNG,1,kusurlu,0.78167385,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class1_Test_0568.PNG,1,kusurlu,0.65666544,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0003.PNG,1,kusurlu,0.20969146,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0007.PNG,1,kusurlu,0.82545686,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0009.PNG,1,kusurlu,0.663019,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0013.PNG,1,kusurlu,0.99127465,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0014.PNG,1,kusurlu,0.510511,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0017.PNG,1,kusurlu,0.9931074,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0033.PNG,1,kusurlu,0.22062413,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0039.PNG,1,kusurlu,0.6998631,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0045.PNG,1,kusurlu,0.9681761,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0057.PNG,1,kusurlu,0.9910734,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0063.PNG,1,kusurlu,0.80086863,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0070.PNG,1,kusurlu,0.33019927,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0076.PNG,1,kusurlu,0.3679397,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0083.PNG,1,kusurlu,0.26246318,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0106.PNG,1,kusurlu,0.51578796,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0120.PNG,1,kusurlu,0.34135044,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0121.PNG,1,kusurlu,0.95540035,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0124.PNG,1,kusurlu,0.9928877,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0128.PNG,1,kusurlu,0.31023437,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0133.PNG,1,kusurlu,0.9582134,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0137.PNG,1,kusurlu,0.491138,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0143.PNG,1,kusurlu,0.6638092,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0145.PNG,1,kusurlu,0.9994142,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0146.PNG,1,kusurlu,0.9883435,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0148.PNG,1,kusurlu,0.17970857,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0159.PNG,1,kusurlu,0.95818067,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0164.PNG,1,kusurlu,0.45225704,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0169.PNG,1,kusurlu,0.80323756,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0179.PNG,1,kusurlu,0.5606398,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0181.PNG,1,kusurlu,0.18203059,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0197.PNG,1,kusurlu,0.90589845,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0198.PNG,1,kusurlu,0.38627848,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0202.PNG,1,kusurlu,0.52975404,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0203.PNG,1,kusurlu,0.88917816,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0206.PNG,1,kusurlu,0.9976548,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0207.PNG,1,kusurlu,0.9988918,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0210.PNG,1,kusurlu,0.97256935,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0218.PNG,1,kusurlu,0.8524805,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0224.PNG,1,kusurlu,0.94181913,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0230.PNG,1,kusurlu,0.6132775,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0236.PNG,1,kusurlu,0.4229639,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0238.PNG,1,kusurlu,0.98216736,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0248.PNG,1,kusurlu,0.48219055,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0251.PNG,1,kusurlu,0.9794654,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0258.PNG,1,kusurlu,0.6582491,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0279.PNG,1,kusurlu,0.32730788,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0288.PNG,1,kusurlu,0.7619034,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0290.PNG,1,kusurlu,0.98622394,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0295.PNG,1,kusurlu,0.9852379,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0296.PNG,1,kusurlu,0.42746463,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0313.PNG,1,kusurlu,0.8421261,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0319.PNG,1,kusurlu,0.99763274,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0320.PNG,1,kusurlu,0.7560666,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0339.PNG,1,kusurlu,0.9951792,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0356.PNG,1,kusurlu,0.9373785,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0369.PNG,1,kusurlu,0.19566377,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0377.PNG,1,kusurlu,0.5941178,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0397.PNG,1,kusurlu,0.20421647,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0401.PNG,1,kusurlu,0.47464383,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0411.PNG,1,kusurlu,0.636598,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0423.PNG,1,kusurlu,0.9818781,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0428.PNG,1,kusurlu,0.9336237,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0429.PNG,1,kusurlu,0.60408247,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0436.PNG,1,kusurlu,0.91005653,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0438.PNG,1,kusurlu,0.9110094,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0447.PNG,1,kusurlu,0.29724395,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0449.PNG,1,kusurlu,0.96346253,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0458.PNG,1,kusurlu,0.50388026,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0461.PNG,1,kusurlu,0.9554122,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0467.PNG,1,kusurlu,0.9610742,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0468.PNG,1,kusurlu,0.974686,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0470.PNG,1,kusurlu,0.6241269,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0475.PNG,1,kusurlu,0.3898715,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0483.PNG,1,kusurlu,0.8600055,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0488.PNG,1,kusurlu,0.14818354,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0490.PNG,1,kusurlu,0.99691725,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0503.PNG,1,kusurlu,0.48095813,0,kusursuz,kacan_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0514.PNG,1,kusurlu,0.83356875,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0515.PNG,1,kusurlu,0.98376703,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0519.PNG,1,kusurlu,0.95769054,1,kusurlu,dogru_kusurlu
/content/drive/MyDrive/DERİNMODEL/01_veri_seti/islenmis_veri/test/kusurlu/Class2_Test_0529.PNG,1,kusurlu,0.45961002,0,kusursuz,kacan_kusurlu
