class,split,dosya_adi,hedef_adi,image_path,avg_hash,phash
Class1,Train,0602.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0602.PNG,c0c0c0f0f0e0e0e0,fffc00010cf3fb21
Class1,Train,0603.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0603.PNG,030403040357a78f,bf54ab44abc4b8a8
Class1,Train,0604.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0604.PNG,fbc2c0c0c0b1c0e0,fdf5818f820302f7
Class1,Train,0605.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0605.PNG,c0e1e1e3c0c1e3e1,ee787e585805587c
Class1,Train,0606.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0606.PNG,c0e0e1e0e0c0e0e1,eaefed141d05ae02
Class1,Train,0607.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0607.PNG,030105070f4f1f07,ae5f2fd520d0e099
Class1,Train,0608.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0608.PNG,d280e1e1c0c0e1e1,fffdfdfc80800300
Class1,Train,0609.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0609.PNG,c0c0c0c0e1e1c0c0,f8f0f8e050126f2f
Class1,Train,0610.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0610.PNG,c1d1e0e0e0e0e0e0,febfbc10f811110e
Class1,Train,0611.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0611.PNG,8787030303874387,aa2ad5d2d6adce01
Class1,Train,0612.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0612.PNG,0f0303070f070303,a2c52ad5ba5d14ae
Class1,Train,0613.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0613.PNG,c0a1a1c0c0c0c0a1,ffe4ecf0f0f88080
Class1,Train,0614.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0614.PNG,c78301000183c7ef,ab44b574a333ad0b
Class1,Train,0615.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0615.PNG,81003c7c7c3c8183,8a503f07af4da353
Class1,Train,0616.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0616.PNG,0707070303079b97,aa55ae2aac4a96ad
Class1,Train,0617.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0617.PNG,e0c0e1e1e1e1e1e1,eefcf8fce0c00303
Class1,Train,0618.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0618.PNG,0307cf8f07010307,aa55aa2eb54a5ad8
Class1,Train,0619.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0619.PNG,0707020307878ecc,ba26d9aaab542a55
Class1,Train,0620.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0620.PNG,0083838383834c6d,bb35c255ca52abd0
Class1,Train,0621.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0621.PNG,0103030307078bff,aa28d55b4a5d5655
Class1,Train,0622.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0622.PNG,8701323001878707,ae50bb5aa855b545
Class1,Train,0623.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0623.PNG,e0e2e0f1c025c2f1,fefffe1eaa000210
Class1,Train,0624.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0624.PNG,c3c3838181c3c3c3,aedd54d42bbc4342
Class1,Train,0625.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0625.PNG,13030000031393cf,ae49be2ef02d40b5
Class1,Train,0626.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0626.PNG,03070101070b4bb7,aa57a64d9649ea54
Class1,Train,0627.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0627.PNG,e3c980c1e3c180c9,f9e1f9a1e1070517
Class1,Train,0628.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0628.PNG,d79381c3c381d3df,aa758c4db0f4d3d0
Class1,Train,0629.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0629.PNG,cdc7038303c76bff,bb32d1f20d0fb609
Class1,Train,0630.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0630.PNG,64c7c31083c7e72c,a2bcd2b24c40bfd5
Class1,Train,0631.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0631.PNG,0303000103078dcf,ad24bd2ca55a552b
Class1,Train,0632.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0632.PNG,cbc324181824e7cb,fea1e999f9858061
Class1,Train,0633.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0633.PNG,8b6442000046a583,af00af00af2bbcad
Class1,Train,0634.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0634.PNG,0183c7c6c7830193,af710eaf322ad48a
Class1,Train,0635.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0635.PNG,01038f87038103a7,ae50ae2a57a8daa5
Class1,Train,0636.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0636.PNG,c3c324000024c3c3,e7f8e948798616a8
Class1,Train,0637.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0637.PNG,c3836683c366c3e7,a87caa3caeac53d0
Class1,Train,0638.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0638.PNG,cbd93401c32499cb,f9a1e9a0a15607fa
Class1,Train,0639.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0639.PNG,8686c94986864933,b256a975ad4905ea
Class1,Train,0640.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0640.PNG,0300200003038fa7,a748b6a956a92ad5
Class1,Train,0641.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0641.PNG,e1cc9c00616100cc,fafafbe0e003e404
Class1,Train,0642.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0642.PNG,c483030993c6cd03,aa55ba52ad5051af
Class1,Train,0643.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0643.PNG,a2c3a5ebcbe7c143,e156215f015e17fa
Class1,Train,0644.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0644.PNG,07070307078d8903,a957a8daa55ac4cc
Class1,Train,0645.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0645.PNG,c0d23371c48c6133,fcfcfcf2e2821c00
Class1,Train,0646.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0646.PNG,f3f3e0e10000e1e0,ebedec0d9c7a1410
Class1,Train,0647.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0647.PNG,3966e61181e62d99,a35283d32d0ff4cc
Class1,Train,0648.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0648.PNG,a2c9b622c922e7c9,f9d7f905890606f8
Class1,Train,0649.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0649.PNG,c4c2e1e1c0c0e1e1,fbfdfb1d03030302
Class1,Train,0650.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0650.PNG,23078787072333d7,af3fc249926dab20
Class1,Train,0651.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0651.PNG,e0d33fe1c0a0e065,ebfef27c62c20304
Class1,Train,0652.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0652.PNG,e7e7e3081800e7e7,e5a7e718196705aa
Class1,Train,0653.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0653.PNG,87cf0303cf860303,bad62a56813e56a9
Class1,Train,0654.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0654.PNG,0101010303070f9f,aa55aa55ae54aa53
Class1,Train,0655.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0655.PNG,e1e1c0e1c0c0e1c0,fa80e4929a275f1d
Class1,Train,0656.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0656.PNG,f9f9e18408000000,e7eced88fc7800a1
Class1,Train,0657.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0657.PNG,078f8f0f07030303,aa55eaa712ab552a
Class1,Train,0658.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0658.PNG,c0c0fbe07d1fe5e3,fafcfc78e8e08480
Class1,Train,0659.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0659.PNG,83410010000183c7,af43ad0bbc2ef005
Class1,Train,0660.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0660.PNG,030184000107878f,aa55aaaf2895b895
Class1,Train,0661.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0661.PNG,030307030303078f,aa2bd028a9d6b787
Class1,Train,0662.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0662.PNG,c3818181818181c3,fbf0e1e3e60821ca
Class1,Train,0663.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0663.PNG,e38880e3e3e3c088,fa851be4a1f6a458
Class1,Train,0664.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0664.PNG,e0e0c0e0e020e0e0,fcfefe07f00000bc
Class1,Train,0665.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0665.PNG,0301010103030703,aa2ad5559515aaad
Class1,Train,0666.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0666.PNG,03000003060d9b97,ad52ad52a4ab561d
Class1,Train,0667.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0667.PNG,94e36bc1c1c16be3,ef7e76fe7e800000
Class1,Train,0668.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0668.PNG,7d45838383837d7d,ab30c3c2ad0bf4f4
Class1,Train,0669.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0669.PNG,ccc4b1f3c0c4c071,faf9f0f0810103ef
Class1,Train,0670.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0670.PNG,f1e4e4c0002000c0,fee2ee0e7ce8e000
Class1,Train,0671.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0671.PNG,d99880e3e3e39099,fb98dba0a11680fe
Class1,Train,0672.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0672.PNG,a061c1e333e3c1c1,eb037b0505ff141e
Class1,Train,0673.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0673.PNG,911838ffff181891,8f442f0ebd2fa829
Class1,Train,0674.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0674.PNG,d70300028013d7c7,be50afcab1a0b4aa
Class1,Train,0675.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0675.PNG,03030707030f030f,aa35556aab53524b
Class1,Train,0676.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0676.PNG,078b0f8b07070303,aa55aa353275d742
Class1,Train,0677.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0677.PNG,65c683db83c76619,b2f482f28fc02f2b
Class1,Train,0678.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0678.PNG,88c3c3e3e3e3c381,ff191f0111ea88de
Class1,Train,0679.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0679.PNG,f0e0c08000181801,fcf7e3c6f0c48081
Class1,Train,0680.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0680.PNG,f0c0c0e0f0f0d0e0,ffffff0f42090000
Class1,Train,0681.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0681.PNG,038f048f03032173,ab15aaa9ad53a85c
Class1,Train,0682.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0682.PNG,dfebe180e18080e9,e9f8f97cf41c80a0
Class1,Train,0683.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0683.PNG,c1c1c1a2c982c1c1,fafefa14d84604a8
Class1,Train,0684.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0684.PNG,018383c783830183,bf354a0af5d1bc40
Class1,Train,0685.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0685.PNG,060101060b070707,ae55a2b5d215aa4d
Class1,Train,0686.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0686.PNG,e3c3c1181818c3c3,e9e7e11605d616e8
Class1,Train,0687.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0687.PNG,3703878703b6fcf9,aa35ca47aa56ba52
Class1,Train,0688.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0688.PNG,e9cd9229940c2ad4,fbe3eb81e003a455
Class1,Train,0689.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0689.PNG,8787030387030387,aa55aad2be0929ad
Class1,Train,0690.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0690.PNG,f3f3e1c0040cc0e1,eaace41decfa80d0
Class1,Train,0691.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0691.PNG,c1e3c1a049a0c1e3,fee8fe08f8a0e209
Class1,Train,0692.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0692.PNG,0080e1e1e1e1e180,eb1d1fe060057b2b
Class1,Train,0693.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0693.PNG,4281c1c3c3c38143,e95505e5a05f095f
Class1,Train,0694.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0694.PNG,8383d33dda8383c7,aedd333d42d50255
Class1,Train,0695.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0695.PNG,01878f8f07010101,aab54a5a26e96a55
Class1,Train,0696.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0696.PNG,c7c783c783c7c501,bad52ad52a522f2a
Class1,Train,0697.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0697.PNG,83c7c793c7c79397,be23acab4c2cd24d
Class1,Train,0698.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0698.PNG,f3f3fbd20000c0f2,e8eee47a747c5050
