class,split,dosya_adi,hedef_adi,image_path,md5_hash
Class1,Train,0638.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0638.PNG,21d306918b0c41c4005f4f81c424687f
Class1,Train,0639.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0639.PNG,6c205e7378fa48364b043e39b4491370
Class1,Train,0640.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0640.PNG,d0cdc2e3fee7cfb311ee7f8ba4727c9a
Class1,Train,0641.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0641.PNG,7be4cb06f90b41742fc2715a834c04c4
Class1,Train,0642.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0642.PNG,2df9ca4e80f1b7bd844d1a494a6bb101
Class1,Train,0643.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0643.PNG,aaf6ab3fab0d8057c76b803d0c6dd17c
Class1,Train,0644.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0644.PNG,ec29dbc38aa8ee9f8a570e1d3a59edd3
Class1,Train,0645.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0645.PNG,2cccca19511d17366c0243eb288a6679
Class1,Train,0646.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0646.PNG,a17712ab0177057b25f295391ef7b0d7
Class1,Train,0647.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0647.PNG,b72c65c8eee95081c396f9a5b9557deb
Class1,Train,0648.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0648.PNG,21ac0d7bfa0c2001b86600135822f743
Class1,Train,0649.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0649.PNG,d2c77aef4aa9d90f7ba58836e1adcd1d
Class1,Train,0650.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0650.PNG,ea08b29030103e48cb546fbace405241
Class1,Train,0651.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0651.PNG,7b3684682f5609151f3d8ac684b6f0c1
Class1,Train,0652.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0652.PNG,34d25861133f999b678fce92b0361623
Class1,Train,0653.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0653.PNG,a632b9903e7c3b0c997e6a2f41aad2f2
Class1,Train,0654.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0654.PNG,2baacce8473c0a29894b9c4b7f0ebcc0
Class1,Train,0655.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0655.PNG,fb5f5580de7e47515d54665b8a3f9a46
Class1,Train,0656.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0656.PNG,bcca83c38a8a0c4b147a77f07f73750d
Class1,Train,0657.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0657.PNG,e57bde9b234b20894ceb00e4aa1284ef
Class1,Train,0658.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0658.PNG,62d7152d0b7ea329a1096098989cedde
Class1,Train,0659.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0659.PNG,b0e7a730146382c129511c8d3b53af44
Class1,Train,0660.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0660.PNG,98c01a35d5bf054ebc9069aef39f6aa7
Class1,Train,0661.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0661.PNG,995ef2653bf6cd51736b3adcc63be015
Class1,Train,0662.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0662.PNG,4a4ef71a1084287c4fa20b5f54683629
Class1,Train,0663.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0663.PNG,27e1a630b23b594a336ae6cf01684c50
Class1,Train,0664.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0664.PNG,93c37842a5c7fd28925887d52ba3fbdf
Class1,Train,0665.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0665.PNG,df33434e0681f3326c70d8796cbedc1d
Class1,Train,0666.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0666.PNG,f6d704e3eb61badb116cba88d0b3be47
Class1,Train,0667.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0667.PNG,0bbbf992ebaa76b12f60623653b22b9a
Class1,Train,0668.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0668.PNG,b718845aa77ce3c46ef1253e0abb603f
Class1,Train,0669.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0669.PNG,a4b12c228f9f5d7d583c8f358c94edc4
Class1,Train,0670.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0670.PNG,b620dbf8b5fdef7b932a2e2529ad4f3a
Class1,Train,0671.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0671.PNG,1b17466470978ae63d0349f2a96171bf
Class1,Train,0672.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0672.PNG,d6415db22b286db655508936907cb6d8
Class1,Train,0673.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0673.PNG,930403e1bc2ebc7bc5d0683a5dd90625
Class1,Train,0674.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0674.PNG,104ae2d4ecd9bc163fed1213d1de4814
Class1,Train,0675.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0675.PNG,9fbbc78b08c3f7aa9d75f91a69b2a628
Class1,Train,0676.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0676.PNG,bb96944b50c1c3dc2d988291fa28c1b7
Class1,Train,0677.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0677.PNG,ec33547e4aad2e4f34369bfa0b8790b0
Class1,Train,0678.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0678.PNG,b359a6022c2880c1e9c28e52cd5736a0
Class1,Train,0679.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0679.PNG,ec8d422aa0425bf45f6249612c31ee00
Class1,Train,0680.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0680.PNG,12fbb4c0ebef12c273be2990dcf5dfda
Class1,Train,0681.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0681.PNG,b9e11f35e9c7824304f4096b45e0c653
Class1,Train,0682.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0682.PNG,46ddc78f717bba731d8f3ff729398c69
Class1,Train,0683.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0683.PNG,f6c91aabaf4e705c3d749bd84738b0c8
Class1,Train,0684.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0684.PNG,ab4a4270c9952d0bd74404b95ddad575
Class1,Train,0685.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0685.PNG,9edd0fb5ccf078ded3097a21fc40ff69
Class1,Train,0686.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0686.PNG,09ea60f849fd0e2afa1ee7fb37199494
Class1,Train,0687.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0687.PNG,cafa37d18cbc29e62815afdb4d25a094
Class1,Train,0688.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0688.PNG,925b6dfd1d1d38f21bda62a94c35e0b9
Class1,Train,0689.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0689.PNG,ec08ac50a759fc0cfcb4fb565b52f0a6
Class1,Train,0690.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0690.PNG,0913d28767c05f7146e1e81a22d6bedc
Class1,Train,0691.PNG,kusurlu,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0691.PNG,f46a3a5952957fb5b5c3289b22db9d86
Class1,Train,0692.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0692.PNG,cda2d222cc55649c05849f899f69d9df
Class1,Train,0693.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0693.PNG,97675ff0ed01ee1159f5759a4128e483
Class1,Train,0694.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0694.PNG,91124831261ce87b0e361c819d41f07a
Class1,Train,0695.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0695.PNG,8c672d2b1042e793172926436dece07a
Class1,Train,0696.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0696.PNG,ac48d12690a84aa77d4f3d4d005468a2
Class1,Train,0697.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0697.PNG,46d7b89a78e08fa2bf6e8a121269edb9
Class1,Train,0698.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0698.PNG,55a54f3d7cd2557a647769f579a92933
Class1,Train,0699.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0699.PNG,55159b415e189a85c95be9d0d5eef302
Class1,Train,0700.PNG,kusursuz,/content/drive/MyDrive/DERİNMODEL/01_veri_seti/ham_veri/dagm_2007/DAGM_KaggleUpload/Class1/Train/0700.PNG,9305d16905044cf0a805e69d3f9fde1a
